ID,Gene Symbol,RefSeq Transcript ID,Chromosome,DS_Cerebellum_1218,DS_Cerebellum_1389,DS_Cerebellum_1478,DS_Cerebrum_1218,DS_Cerebrum_1389,DS_Cerebrum_1478,DS_Cerebrum_847,Normal-Cerebellum-1390,Normal-Cerebellum-1411,Normal-Cerebellum-1521,Normal-Cerebrum-1390,Normal-Cerebrum-1411,Normal-Cerebrum-1521,Normal-Cerebrum-1565,,,,,,,,,,,,,,
220445_s_at,CSAG2,NM_004909,X,24.93707183,26.58480754,30.65860234,25.49230493,21.40105515,23.68710574,23.73048689,27.30740291,24.68118888,29.06356503,26.20009555,37.55153955,31.06072944,26.51781392,,,,,,,,,,,,,,
220433_at,PRRG3,NM_024082,X,69.32865228,75.13379136,63.91930925,62.29826711,52.23337862,65.09522732,66.10236141,65.33390124,66.05381105,65.60345287,66.05381105,80.45778639,78.09834122,64.52293714,,,,,,,,,,,,,,
220325_at,TAF7L,NM_024885,X,15.19263159,16.48989103,15.07587702,16.91381384,15.14563343,15.10956382,16.06334131,15.9853687,15.67833037,16.2050341,16.19604912,19.09482492,16.82564464,16.73457733,,,,,,,,,,,,,,
220314_at,LW-1,NM_016153,X,37.12193529,31.08141233,40.40970369,41.70706227,33.07685119,40.82751894,37.91876693,35.32628549,38.31852673,34.76057392,46.58908803,39.86995922,41.94625273,36.66902016,,,,,,,,,,,,,,
220291_at,GDPD2,NM_017711,X,191.3208369,220.5099457,181.6389786,148.5155219,155.5613794,136.0072879,215.3187241,189.3602944,175.3616876,183.6264258,159.1673037,153.2825673,141.327655,141.4629024,,,,,,,,,,,,,,
220257_x_at,NXF2,NM_017809 /// NM_022053,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220252_x_at,CXorf21,NM_025159,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220217_x_at,SPANXC,NM_022661,X,71.34843138,76.90683523,70.147507,72.54830768,62.58174424,68.38130417,72.59911202,68.92855732,71.51331806,71.3108752,71.07448815,71.65224614,84.90865857,74.89824694,,,,,,,,,,,,,,
220146_at,TLR7,NM_016562,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220110_s_at,NXF3,NM_022052,X,43.03146354,43.84194339,44.39052572,43.89911694,43.18265971,41.60860251,41.15854505,42.72948531,47.44815945,42.44109923,55.25411935,61.56251291,49.40243143,42.03735485,,,,,,,,,,,,,,
220065_at,TNMD,NM_022144,X,23.12385589,24.38969942,25.13315316,22.27463996,20.27921515,20.3496211,21.35571298,24.2034338,21.21437137,23.6572412,27.09134101,23.70895095,22.93596707,23.56575464,,,,,,,,,,,,,,
220062_s_at,MAGEC2,NM_016249,X,67.06928063,86.2223402,66.17710209,63.23012343,57.64086195,60.05530613,62.41192849,63.59581765,66.32587249,66.36312829,85.38790561,83.90007554,67.07996628,67.55309671,,,,,,,,,,,,,,
220057_at,XAGE1,NM_020411 /// NM_133430 /// NM_133431,X,37.42395585,32.99739095,38.28056328,42.28985766,37.77709773,41.21449406,38.86878186,38.67876766,37.77604892,41.79938561,43.08787923,44.46166794,48.18258183,37.93216691,,,,,,,,,,,,,,
220040_x_at,KIAA1166,NM_018684,X,107.2727682,115.539319,109.0382203,119.3421707,109.7076394,119.5068874,105.3327371,107.0024412,109.3462485,121.0886613,138.4594655,141.9845376,114.0948793,111.0110867,,,,,,,,,,,,,,
220010_at,KCNE1L,NM_012282,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220009_at,LONRF3,NM_001031855 /// NM_024778,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219969_at,CXorf15,NM_018360,X,19.42267172,19.43789201,17.87175978,19.19036209,20.96018831,19.21032681,17.27878616,18.6709075,19.21032681,17.92523249,25.66197032,20.61382077,23.35695309,21.47371636,,,,,,,,,,,,,,
219965_s_at,FLJ21687,NM_024859,X,11.99033513,13.62429843,12.95035789,12.42599874,11.84880731,11.69791984,13.02561849,12.87258547,13.96341625,14.9332886,13.57189356,13.91433506,12.85359408,13.47160548,,,,,,,,,,,,,,
219962_at,ACE2,NM_021804,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219930_at,KLF8,NM_007250,X,22.14746938,24.89907149,23.34303054,22.02469344,20.55432496,21.35378611,20.62940173,23.60433352,20.38647212,21.18747738,23.32216998,21.31784974,20.99246863,20.29974906,,,,,,,,,,,,,,
219895_at,FAM70A,NM_017938,X,16.38552415,14.6245475,18.27868063,11.29686016,12.03346285,11.93511112,48.36394436,17.78673728,16.19593671,13.95045135,14.43810983,10.84200753,12.19535556,12.1710359,,,,,,,,,,,,,,
219855_at,NUDT11,NM_018159,X,415.8673989,453.5413906,433.0859729,665.8208199,457.5545764,671.3354991,493.3883817,432.4500272,364.7135821,370.1150097,481.5194908,438.5872453,528.1596664,553.6843014,,,,,,,,,,,,,,
219829_at,ITGB1BP2,NM_012278,X,29.14183459,23.6741366,28.09204839,24.55457457,22.76917065,21.48637486,24.57807275,24.99798974,21.46464063,23.55840305,36.17848593,30.03931684,29.07022278,26.65751183,,,,,,,,,,,,,,
219814_at,MBNL3,NM_018388 /// NM_133486,X,11.11387408,12.33452261,10.93870465,11.13932636,10.68518568,10.84388723,11.03404662,11.92014615,10.80771778,10.94499914,12.15864007,12.91101092,10.52048944,12.12001799,,,,,,,,,,,,,,
219805_at,FLJ22965,NM_022101,X,22.26908221,22.65205801,24.52480788,22.41122786,22.38499168,21.95442693,22.96380533,21.63446919,26.40757439,28.31412593,22.18403438,22.1003924,23.52576916,22.41340572,,,,,,,,,,,,,,
219795_at,SLC6A14,NM_007231,X,12.07113883,12.8665198,12.40973122,11.92378119,11.78377503,11.75204637,11.55655817,12.5302219,11.16289975,11.49600017,12.64092287,12.07113883,12.25356764,10.52238643,,,,,,,,,,,,,,
219772_s_at,SMPX,NM_014332,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219771_at,FLJ20298,NM_017752 /// NM_198881,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219756_s_at,POF1B,NM_024921,X,26.53841002,27.09753801,24.35422353,27.30891023,25.15668951,25.74874082,25.69988629,23.60172011,26.18266089,28.71773702,30.6943225,27.98341167,26.18883181,25.73036485,,,,,,,,,,,,,,
219754_at,FLJ11016,NM_018301,X,42.86683874,46.07236629,44.56718834,42.34588891,35.43910348,37.17807376,35.00477638,45.83824246,39.88681713,36.19554156,51.90745241,52.00614374,42.42021733,36.51557841,,,,,,,,,,,,,,
219726_at,NLGN3,NM_018977,X,130.0831382,119.7863546,145.2747413,118.3158776,120.6479822,128.7599538,198.6176604,127.1537216,117.5931161,121.1230851,122.716881,117.4253319,127.3557359,127.91309,,,,,,,,,,,,,,
219702_at,PLAC1,NM_021796,X,51.96794666,62.24862209,57.90314638,51.20560417,48.29728423,45.49922484,45.69138319,48.20563115,46.55486963,51.85746569,74.17752236,58.73221066,50.74626714,52.23047834,,,,,,,,,,,,,,
219685_at,TMEM35,NM_021637,X,350.2714608,304.3082525,371.5389695,612.7056604,404.5040502,729.9934611,701.5295227,391.3022788,367.4692213,272.8585696,445.3853027,382.5063747,501.0149856,621.6894462,,,,,,,,,,,,,,
219650_at,FLJ20105,NM_001009954 /// NM_017669,X,25.03110213,26.88239913,22.67294866,25.28973514,24.91340334,23.98715068,23.82162876,25.01688448,24.79968399,25.71699097,30.88297874,27.35419555,27.02588453,25.46528969,,,,,,,,,,,,,,
219626_at,FLJ12649,XM_291344,X,116.9582775,127.791684,118.2838936,102.576761,90.28534384,102.166605,108.6797888,127.1978152,118.162644,118.9218397,152.2607275,132.7290203,112.2382054,107.9388046,,,,,,,,,,,,,,
219576_at,FLJ12649,XM_291344,X,20.46391161,19.91163572,21.22069691,20.44278596,20.68581914,18.85519073,19.6454072,20.36147562,20.27921515,19.87233895,21.32656735,22.8132457,21.45288834,18.96595181,,,,,,,,,,,,,,
219520_s_at,KIAA1280,NM_015691,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219485_s_at,PSMD10,NM_002814 /// NM_170750,X,273.396239,237.8866053,258.2599376,276.2365258,252.7066649,285.2909267,342.7588417,255.5744983,269.7575563,207.3321201,287.9411261,222.0006,194.5018517,227.6210407,,,,,,,,,,,,,,
219483_s_at,PORCN,NM_022825 /// NM_203473 /// NM_203474 /// NM_203475 /// NM_203476,X,99.91435656,103.2895041,100.0176084,99.17949186,108.7514023,111.3772068,102.8394421,98.34979626,90.83648082,90.83143707,99.91435656,113.305964,99.91435656,108.6534263,,,,,,,,,,,,,,
219454_at,EGFL6,NM_015507,X,52.45614472,52.20695399,53.15155256,35.06402873,26.20645247,31.46770453,95.62592994,41.35156959,53.3730655,44.41854318,32.42692275,41.84258124,37.52474034,37.34259256,,,,,,,,,,,,,,
219444_at,BCORL1,NM_021946,X,127.817367,128.0133272,131.541121,148.400261,148.0263418,143.6077577,121.6599182,130.8037429,131.3015217,129.4337364,163.2195275,172.4088336,174.3255336,154.4225929,,,,,,,,,,,,,,
219440_at,RAI2,NM_021785,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219433_at,BCOR,NM_017745 /// NM_020926,X,14.95618075,14.46876703,15.09825667,20.33087114,32.68348505,20.64928693,14.308097,14.25543408,15.0700258,16.90455321,16.691016,13.84400928,16.32589216,20.26516455,,,,,,,,,,,,,,
219368_at,NAP1L2,NM_021963,X,95.46897646,85.0376538,85.78359268,66.65772085,49.80125386,111.0695879,181.1448434,70.86052212,85.78597437,62.83688807,57.43746734,37.33146136,57.61490079,66.50035892,,,,,,,,,,,,,,
219355_at,FLJ10178,NM_018015,X,31.64509698,33.31846313,33.05897045,25.82470613,25.56875594,21.01503748,94.25061943,31.03124882,32.57379739,25.85282042,20.45497871,30.27027434,21.54214528,20.92476909,,,,,,,,,,,,,,
219351_at,TRAPPC2,NM_001011658 /// NM_014563,X,73.06710734,60.17322781,68.46287559,118.3749418,89.55177575,184.2077407,78.47002567,97.3757215,86.12797779,88.74291275,122.247405,83.14052944,103.2114917,111.0649624,,,,,,,,,,,,,,
219335_at,ARMCX5,NM_022838,X,30.40274786,35.23579594,37.12707656,42.46728273,38.36981618,52.48633837,43.36803012,38.71793221,30.37684339,32.03972915,30.90181711,30.7296577,40.11194893,51.11872045,,,,,,,,,,,,,,
219297_at,WDR44,NM_019045,X,48.3438392,49.32475301,48.3438392,46.79297849,48.23706096,54.73872324,57.00158332,42.28956413,51.12759144,47.32826176,52.61455542,37.80958784,39.30715461,48.6038996,,,,,,,,,,,,,,
219283_at,C1GALT1C1,NM_001011551 /// NM_152692,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219264_s_at,PPP2R3B,NM_013239 /// NM_199326,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219263_at,RNF128,NM_024539 /// NM_194463,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219252_s_at,FAM51A1,NM_017856,X,23.69596985,27.08983675,25.37683219,24.84545585,21.76352026,24.83099073,26.23789602,24.10381936,24.7317115,26.88183937,25.85623003,25.31165284,25.77981412,25.55104046,,,,,,,,,,,,,,
219080_s_at,CTPS2,NM_019857 /// NM_175859,X,32.36718384,35.21358223,33.31500543,34.03647584,32.5925468,32.91720768,30.46730864,34.84548932,30.38231574,31.18629106,42.65520711,36.94071714,30.4915971,33.07868791,,,,,,,,,,,,,,
219061_s_at,DXS9879E,NM_006014,X,172.5379513,161.1287219,176.2366286,185.2936908,175.076292,189.2592433,229.5683768,157.513343,158.8674595,167.9339209,154.137087,205.6275651,167.9292585,176.2366286,,,,,,,,,,,,,,
219038_at,MORC4,NM_024657,X,30.20488314,31.13790334,27.73335048,27.06825801,32.02507633,24.76378365,26.53013108,31.00867245,30.19316506,29.24341598,33.226439,32.65518398,26.62962263,28.91567335,,,,,,,,,,,,,,
219015_s_at,GLT28D1,NM_018466,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218952_at,PCSK1N,NM_013271,X,1038.582458,559.2464243,869.3601509,786.4328229,579.5824907,713.678149,1849.347174,731.0568153,584.1075326,492.3259592,459.4391453,514.9863655,829.9613638,697.1668608,,,,,,,,,,,,,,
218951_s_at,PLCXD1,NM_018390,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218853_s_at,MOSPD1,NM_019556,X,41.60284065,35.68262365,35.30890422,47.00720664,47.76990522,51.26492465,36.84533712,40.77462881,36.21562153,41.8341736,45.76173636,31.26810686,33.48307377,40.6513146,,,,,,,,,,,,,,
218793_s_at,SCML1,NM_006746,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218790_s_at,TMLHE,NM_018196,X,25.83723934,32.68393876,25.35186648,26.05773865,24.40881205,27.46971234,23.72012807,28.70241195,27.46038954,28.48775731,28.23945145,32.67623738,26.25645221,24.40085873,,,,,,,,,,,,,,
218757_s_at,UPF3B,NM_023010 /// NM_080632,X,113.2510011,114.3418857,126.0454205,180.0407751,187.4731232,173.221,100.6518717,109.1796213,132.4037333,121.8497809,125.2285786,111.978643,120.7132376,144.8915999,,,,,,,,,,,,,,
218694_at,ARMCX1,NM_016608,X,79.04269239,74.37984262,62.39462375,150.3446844,92.74773683,181.6062625,118.3519776,84.1493264,92.53645953,57.51314995,103.5174287,79.31653829,80.86424304,90.18090125,,,,,,,,,,,,,,
218669_at,RAP2C,NM_021183,X,63.95254988,71.03165271,63.56496839,61.18474451,56.15255541,59.65743904,59.27656702,60.23582912,64.68233239,65.08530958,61.00095428,63.56496839,51.74508172,51.3253656,,,,,,,,,,,,,,
218668_s_at,RAP2C,NM_021183,X,22.90784455,20.39678403,23.3629445,23.18934074,21.13101175,24.23953124,23.45461272,23.2692041,23.3629445,25.54696181,17.16050209,16.75639508,20.03679969,21.83513867,,,,,,,,,,,,,,
218667_at,PJA1,NM_001032396 /// NM_145119,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218619_s_at,SUV39H1,NM_003173,X,100.9599983,112.3051108,112.050097,110.834266,113.7781748,94.95025061,102.5163289,110.8634662,106.8734675,110.9165004,137.0216379,128.857277,114.7285085,107.4737058,,,,,,,,,,,,,,
218573_at,MAGEH1,NM_014061,X,294.6502905,254.3392174,277.3396328,346.3723877,268.9845803,352.7299976,366.2259265,259.3111412,305.6569857,287.1896957,297.7318512,258.7204362,296.4468933,295.4233897,,,,,,,,,,,,,,
218499_at,MASK,NM_016542,X,11.90016829,12.06461538,12.01329508,11.10094043,11.49281272,10.77630004,12.06461538,11.24514229,11.90742926,12.29210338,11.70586795,12.25144561,12.69246162,10.43096048,,,,,,,,,,,,,,
218495_at,UXT,NM_004182 /// NM_153477,X,162.5409933,136.8697804,145.1670335,293.6126098,375.0216013,238.8481724,151.9223165,184.2805724,168.0107577,159.801804,345.6121441,267.9983101,235.4178362,237.4252834,,,,,,,,,,,,,,
218355_at,KIF4A,NM_012310,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218332_at,BEX1,NM_018476,X,1385.412621,1301.807238,1301.807238,1387.527003,1384.261012,1416.484985,1887.812407,1224.179866,1386.373637,1136.829161,1124.758706,1180.350757,1207.828737,1223.670968,,,,,,,,,,,,,,
218320_s_at,NDUFB11,NM_019056,X,492.954144,432.1474017,444.0811862,601.5664027,662.5980759,560.6863393,541.7938433,444.8824298,433.9605989,468.70943,508.7137428,544.4139047,589.6314013,599.4268429,,,,,,,,,,,,,,
218251_at,MID1IP1,NM_021242,X,231.2324334,186.8465463,185.9382892,179.0712329,175.3896847,126.30256,212.8760786,184.3176082,133.1667233,153.8009106,162.8060087,151.1649882,149.2751172,133.468914,,,,,,,,,,,,,,
218163_at,MCTS1,NM_014060,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218012_at,TSPYL2,NM_022117,X,128.0630097,135.3189636,119.2586559,123.3308706,110.8603882,110.3551225,165.86088,126.4181638,121.2180015,123.8559952,144.6567496,120.091479,101.0951669,119.9774967,,,,,,,,,,,,,,
217975_at,WBP5,NM_001006612 /// NM_001006613 /// NM_001006614 /// NM_016303,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217963_s_at,NGFRAP1,NM_014380 /// NM_206915 /// NM_206917,X,2764.303214,2402.965728,2396.145098,2183.308703,2279.022733,2140.897678,3229.958684,2420.686353,2613.196131,2446.324562,2089.584351,2053.116988,2181.64383,2029.347471,,,,,,,,,,,,,,
217948_at,DKFZP564B147,---,X,161.4786738,140.9832519,129.4283462,209.8885995,219.6967673,197.2197315,151.2865466,159.1673037,166.2119349,135.209252,177.6975467,139.4834366,184.0023108,183.3847884,,,,,,,,,,,,,,
217858_s_at,ARMCX3,NM_016607 /// NM_177947 /// NM_177948,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217712_at,LOC389906,XM_372273,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217701_x_at,ATRX,NM_000489 /// NM_138270 /// NM_138271,X,13.15053944,13.11003828,14.49205111,13.87244438,12.5050588,13.88427669,11.55503805,14.95618075,13.02065338,13.47496763,12.95520627,14.55759283,13.9721301,13.24127332,,,,,,,,,,,,,,
217605_at,USP27X,XM_372213,X,25.85121404,27.96828435,30.9953517,27.56699578,23.76587897,29.68022042,22.70959307,27.96828435,26.44622487,28.49960476,31.78292539,30.36021149,30.48631667,30.21891289,,,,,,,,,,,,,,
217589_at,RAB40A,NM_080879,X,14.22858161,17.48189865,14.88647274,17.5827619,15.10076697,16.40598124,15.65812851,16.38291398,16.18437824,16.4841802,20.13481367,19.80386577,17.08525449,16.396202,,,,,,,,,,,,,,
217565_at,GRIA3,NM_000828 /// NM_007325 /// NM_181894,X,17.99669511,20.38576463,22.5199264,19.02151009,16.11765608,17.77392014,17.91008372,19.35386718,20.01250975,17.91566679,17.5328662,21.02712674,19.85347755,20.30368788,,,,,,,,,,,,,,
217556_at,CLCN4,NM_001830,X,26.96432908,27.94232068,28.97365735,28.75597619,24.79968399,38.04117186,27.29415655,27.82596606,30.31059082,28.1427248,38.87713321,37.66128048,32.09751634,37.19920289,,,,,,,,,,,,,,
217555_at,SMC1L1,NM_006306,X,24.15533958,25.89479248,28.31765424,31.26810686,28.12303072,34.73431997,25.75017061,23.7746154,25.97245055,26.32515208,25.83795668,29.38280446,28.62174649,26.72355111,,,,,,,,,,,,,,
217454_at,LOC203510,XM_115897,X,14.67287941,12.6967728,12.70619328,13.88475625,13.16978675,13.02832675,15.10411885,12.89267658,13.49263376,14.85246105,14.09078376,15.38134746,15.14468734,13.96554631,,,,,,,,,,,,,,
217432_s_at,IDS,NM_000202 /// NM_006123,X,53.49824991,47.62674182,55.07822159,48.60086351,52.85580285,45.73383908,57.3129716,50.98602539,43.32085417,51.71712636,63.45931604,54.10161781,59.46174529,55.12253062,,,,,,,,,,,,,,
217431_x_at,CYBB,NM_000397,X,16.34809022,17.22772016,17.52460457,16.43090559,15.23164549,15.88617702,16.90736384,17.71426984,16.93457787,16.75987903,19.52850926,21.2564695,17.29124624,17.40500014,,,,,,,,,,,,,,
217393_x_at,UBE2NL,NM_001012989,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217387_at,CAPN6,NM_014289,X,17.95520053,18.89968344,20.38647212,17.15193972,16.04353418,16.50246946,16.8704885,19.6119375,15.82649736,18.35180711,21.46865647,17.95520053,17.25078521,17.39522909,,,,,,,,,,,,,,
217383_at,PGK1,NM_000291,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217356_s_at,PGK1,NM_000291,X,252.3566072,170.5049795,232.4376769,222.3147949,231.7217747,249.8728287,299.8380658,271.7317893,272.6241899,249.0670028,312.7487528,266.4091615,174.4065054,240.2945196,,,,,,,,,,,,,,
217349_s_at,LMO6,NM_006150,X,35.14919749,37.38142962,36.30659933,35.55325709,29.44110241,30.56672044,31.78732723,33.2193015,33.83348686,34.74154185,41.53138573,44.10101467,39.97233662,31.89481986,,,,,,,,,,,,,,
217339_x_at,CTAG1B,NM_001327,X,33.87831397,34.9863391,33.20779688,32.56340962,35.55325709,31.33362495,33.12802206,39.01075406,33.90838114,37.94005367,48.97691114,38.52705095,33.92507298,32.13380839,,,,,,,,,,,,,,
217246_s_at,DIAPH2,NM_006729 /// NM_007309,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217221_x_at,RBM10,NM_005676 /// NM_152856,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217176_s_at,ZFX,NM_003410,X,11.81182527,13.37938615,12.50471162,11.91733738,12.32742901,12.83116328,10.81296296,11.70367829,12.06051884,12.29108164,12.65310986,15.35535556,11.7286088,12.09735786,,,,,,,,,,,,,,
217167_x_at,GK,NM_000167 /// NM_203391,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217120_s_at,CRSP2,NM_004229,X,64.49922697,73.33602846,64.85069458,58.46333022,57.19868899,58.81776367,55.53325211,65.29090005,57.41596234,66.77379613,76.3883126,74.45670701,56.4718471,61.41545405,,,,,,,,,,,,,,
217119_s_at,CXCR3,NM_001504,X,64.56319188,51.83016911,57.23159353,57.80249127,59.41477306,61.60391372,54.88499435,52.45687291,62.013061,61.68765521,74.35821194,65.1096656,62.70375627,58.38273078,,,,,,,,,,,,,,
217004_s_at,MCF2,NM_005369,X,19.99378624,23.12144852,22.13012743,17.46784621,18.03352855,19.53175616,24.17158405,19.54571171,20.33706767,20.68051427,21.64827423,23.81981006,21.05235593,19.87440804,,,,,,,,,,,,,,
216955_at,TAF1,NM_004606 /// NM_138923,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216937_s_at,RS1,NM_000330,X,30.10017087,31.48188382,31.20012698,26.85148779,27.43812566,27.9005154,27.58802379,26.751353,27.6404676,28.32472155,31.45810619,32.8845955,32.32570241,29.33436434,,,,,,,,,,,,,,
216923_at,CDKL5,NM_003159,X,24.94778894,27.21914914,28.27156815,22.93851434,21.26412884,24.03775414,20.46958714,26.14331547,21.61528552,23.37638444,26.79533292,25.90574138,24.56836708,25.36662665,,,,,,,,,,,,,,
216910_at,XPNPEP2,NM_003399,X,52.53766059,52.13896044,49.64547153,46.6129927,55.92338826,46.41244823,46.83678305,51.08613908,51.87904924,45.12829087,81.56961006,62.88656576,53.11214556,53.61779084,,,,,,,,,,,,,,
216862_s_at,MTCP1,NM_001018024 /// NM_001018025 /// NM_014221,X,175.8473704,155.0371542,177.603952,136.2913268,133.2442986,114.4457477,177.4796661,138.8843427,160.4644483,153.65275,136.3045712,150.8614197,107.5937307,126.6479729,,,,,,,,,,,,,,
216838_at,LOC92249,XM_499179,X,96.02312495,109.2053535,101.0993437,88.19651972,87.99686062,83.31531746,86.01938823,99.54935538,83.82565214,84.13884159,131.8213223,117.7089181,113.0047825,108.4510357,,,,,,,,,,,,,,
216809_at,CYLC1,XM_088636,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216779_at,CYLC1,XM_088636,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216778_s_at,CYLC1,XM_088636,X,11.78001914,13.89640614,13.25137372,12.48712965,12.31547225,12.14827837,12.42040213,14.11620038,13.46899205,14.76981547,13.45182593,14.55638277,13.0443208,12.58357582,,,,,,,,,,,,,,
216761_at,PDCD8,NM_004208 /// NM_145812 /// NM_145813,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216758_at,PDCD8,NM_004208 /// NM_145812 /// NM_145813,X,10.92037166,11.0501195,12.02304093,11.19777417,10.4694949,10.62793968,11.43393404,11.20142217,10.334237,10.71232727,12.43634041,13.57104578,11.53015447,10.82030979,,,,,,,,,,,,,,
216726_at,VENTXP1,NR_001559,X,35.32015613,47.00100789,36.75580338,36.02084586,36.20757863,34.65424528,36.39908089,33.2566311,32.23262737,33.84498451,40.61019437,36.53228582,44.63766945,34.86119063,,,,,,,,,,,,,,
216722_at,VENTXP1,NR_001559,X,13.43114092,13.81103951,14.66708279,12.75870447,13.42509161,13.44679169,13.32016375,13.03600679,13.74571469,12.50419293,14.95877373,15.06845938,13.07147412,14.23479773,,,,,,,,,,,,,,
216711_s_at,TAF1,NM_004606 /// NM_138923,X,89.9842147,89.02755788,77.47129458,83.55476675,70.28280608,67.42960448,75.37792396,90.32041378,78.7692192,88.94182461,113.7332447,98.30208842,87.03658882,75.94747641,,,,,,,,,,,,,,
216639_at,SRPX2,NM_014467,X,14.46305104,16.62151294,16.25047424,15.10830538,14.00635934,14.59770897,13.89833304,15.90898655,15.28081956,14.98825009,16.93210969,16.94761314,14.42880493,15.40268632,,,,,,,,,,,,,,
216592_at,MAGEC3,NM_138702 /// NM_177456,X,20.04985695,22.02118497,23.98532727,19.28557409,18.70769863,23.12641639,20.51973401,21.26943578,21.5422948,22.05692908,21.47014664,25.16174538,21.5422948,21.07031571,,,,,,,,,,,,,,
216539_at,ATXN3L,XM_045705,X,18.36338394,19.64077812,18.36338394,17.38775642,18.10416629,17.85962514,17.33096583,17.98036272,17.82759506,17.47039248,21.561713,21.45214384,16.50304218,18.4500164,,,,,,,,,,,,,,
216521_s_at,CXorf53,NM_001018055 /// NM_024332,X,23.45461272,23.96836822,24.84993173,22.33292145,20.18763643,22.8873729,23.58340314,23.86972125,23.77922846,24.3070026,24.36536661,25.11713413,23.82393581,22.88039175,,,,,,,,,,,,,,
216471_x_at,SSX2,NM_003147 /// NM_175698,X,59.13580921,74.38448913,60.59471932,58.31155059,46.08132109,51.51212166,56.09188026,57.79448692,52.76355549,62.25380703,61.38014406,63.60771585,67.40810123,55.02556336,,,,,,,,,,,,,,
216465_at,SRPX2,NM_014467,X,18.75586612,18.22453304,18.21758922,16.58698788,18.24134044,16.1924576,18.22453304,18.93849645,17.91107232,18.22453304,18.41743274,18.27779256,18.88436027,17.4920826,,,,,,,,,,,,,,
